repository,issue_count,comment_count,unique_users,open_issues,first_issue,last_issue
Altanali/amazon-braket-sdk-python,6,1,2,3,2024-06-03,2024-09-13
FZJ-PGI-12/QAOA.jl,63,29,7,2,2023-01-19,2024-06-20
Cryoris/qiskit-terra,29,20,5,0,2020-02-04,2021-05-06
MozammilQ/qiskit-ibm-runtime,1,0,1,1,2023-02-02,2023-02-02
pedrorrivero/qiskit,1,0,1,1,2023-01-17,2023-01-17
Mowstyl/QSimov,3,4,3,0,2019-05-10,2022-02-10
SeanStansill/QuantumSimulator,2,2,1,1,2022-05-26,2022-06-01
qSaevar/Qcodes,1,0,1,1,2018-10-16,2018-10-16
gvvynplaine/qiskit-iqx-tutorials,1,0,1,1,2020-10-30,2020-10-30
lia-approves/zxlive,1,0,1,0,2023-11-15,2023-11-15
JPark1023/qsharp,1,0,1,0,2024-08-23,2024-08-23
tbirdso/holohub,4,0,2,2,2024-03-21,2024-06-17
zapatacomputing/z-quantum-optimizers,91,69,18,0,2020-04-27,2022-06-23
modrobert/QuantumComputing,1,0,1,0,2016-08-05,2016-08-05
matrix-compute/torchquantum,17,9,2,17,2024-06-25,2024-10-28
JoelPasvolsky/dwave_networkx,2,0,1,0,2018-02-08,2018-02-09
paulineollitrault/qiskit-tutorials,2,0,1,0,2020-11-09,2021-09-06
stewdio/q.js,40,28,12,26,2019-05-25,2023-04-03
anomius/qBraid,1,0,1,1,2023-05-26,2023-05-26
Qiskit/qiskit-aer,2224,3808,525,131,2018-12-21,2024-10-29
tomekzaw/ewl,36,1,2,2,2021-04-20,2022-05-07
Quantomatic/zxlive,359,554,34,74,2023-04-26,2024-10-23
gstenzel/qandle,1,3,2,0,2024-07-29,2024-07-29
jamestiotio/pennylane,2,0,2,1,2023-03-23,2023-03-24
biryani/qiskit-terra,1,0,1,0,2018-10-23,2018-10-23
stefan-woerner/qiskit-ignis,2,0,1,0,2019-08-07,2020-06-22
